City,Locality,Size_sqft,Property_Type,Age_years,Distance_to_metro_km,Amenities_score,Price_per_sqft,Total_Price_Cr,Estimated_Monthly_Rent
Bengaluru,Electronic City,2000,Villa,10,5.72,10,16000,3.2,85333
Bengaluru,Electronic City,1800,Villa,19,3.7,7,13000,2.34,62400
Bengaluru,Electronic City,2500,Villa,24,3.91,10,16000,4.0,106666
Bengaluru,Electronic City,3000,Villa,16,4.8,8,21000,6.3,168000
Bengaluru,Electronic City,1350,Apartment,5,7.31,6,10500,1.42,37800
Bengaluru,Electronic City,1800,Villa,21,0.38,10,14000,2.52,67200
Bengaluru,Electronic City,3500,Apartment,23,2.41,6,15000,5.25,140000
Bengaluru,Electronic City,1350,Apartment,12,0.35,5,10000,1.35,36000
Bengaluru,Electronic City,1000,Apartment,15,8.1,5,6500,0.65,17333
Bengaluru,Electronic City,2200,Apartment,16,0.94,5,13000,2.86,76266
Bengaluru,Electronic City,1800,Apartment,19,7.74,5,10500,1.89,50400
Bengaluru,Electronic City,3500,Villa,12,7.59,6,28000,9.8,261333
Bengaluru,Electronic City,1800,Villa,23,8.09,8,11500,2.07,55200
Bengaluru,Electronic City,3500,Apartment,4,6.81,9,21500,7.53,200666
Bengaluru,Electronic City,1350,Apartment,0,6.32,10,9500,1.28,34200
Bengaluru,Electronic City,2200,Villa,10,2.19,8,20000,4.4,117333
Bengaluru,Electronic City,3000,Villa,8,8.94,6,26500,7.95,212000
Bengaluru,Electronic City,3500,Apartment,17,7.66,9,17500,6.12,163333
Bengaluru,Electronic City,3000,Villa,14,6.09,9,24500,7.35,196000
Bengaluru,Electronic City,3500,Villa,20,5.91,7,24000,8.4,224000
Bengaluru,Electronic City,2500,Apartment,17,6.43,5,13000,3.25,86666
Bengaluru,Electronic City,2500,Villa,9,7.25,8,19500,4.88,130000
Bengaluru,Electronic City,1800,Villa,4,2.93,5,17000,3.06,81600
Bengaluru,Electronic City,750,Apartment,16,2.64,7,4500,0.34,9000
Bengaluru,Electronic City,1800,Apartment,15,2.38,10,11000,1.98,52800
Bengaluru,Electronic City,2500,Villa,24,5.22,7,16000,4.0,106666
Bengaluru,Electronic City,750,Villa,24,2.12,7,6000,0.45,12000
Bengaluru,Electronic City,3000,Apartment,7,4.01,9,17500,5.25,140000
Bengaluru,Electronic City,2200,Villa,6,8.27,9,22000,4.84,129066
Bengaluru,Electronic City,2500,Apartment,12,2.94,6,15000,3.75,100000
Bengaluru,Electronic City,3500,Villa,12,7.02,6,27500,9.62,256666
Bengaluru,Electronic City,1800,Villa,2,6.47,10,18500,3.33,88800
Bengaluru,Electronic City,1800,Villa,16,3.45,7,13500,2.43,64800
Bengaluru,Electronic City,3500,Villa,23,7.04,8,21000,7.35,196000
Bengaluru,Electronic City,1500,Apartment,2,2.42,6,9500,1.43,38000
Bengaluru,Electronic City,1800,Villa,3,6.72,9,19000,3.42,91200
Bengaluru,Electronic City,2500,Villa,8,8.2,6,23500,5.88,156666
Bengaluru,Electronic City,2000,Apartment,0,2.12,5,15000,3.0,80000
Bengaluru,Electronic City,3000,Apartment,0,1.16,5,18500,5.55,148000
Bengaluru,Electronic City,1800,Apartment,8,4.49,10,13000,2.34,62400
Bengaluru,Electronic City,2500,Apartment,23,0.6,6,11000,2.75,73333
Bengaluru,Electronic City,1000,Apartment,4,5.71,8,7500,0.75,20000
Bengaluru,Electronic City,1500,Villa,10,0.68,7,12500,1.88,50000
Bengaluru,Electronic City,2500,Villa,11,9.01,10,23000,5.75,153333
Bengaluru,Electronic City,900,Apartment,10,8.91,6,6500,0.58,15600
Bengaluru,Electronic City,900,Villa,8,9.96,5,9000,0.81,21600
Bengaluru,Electronic City,3000,Apartment,15,8.31,6,15000,4.5,120000
Bengaluru,Electronic City,1800,Apartment,12,5.89,5,11500,2.07,55200
Bengaluru,Electronic City,1800,Villa,12,0.95,6,17000,3.06,81600
Bengaluru,Electronic City,900,Villa,6,8.12,10,9000,0.81,21600
Bengaluru,Electronic City,1000,Apartment,16,8.62,8,6000,0.6,16000
Bengaluru,Electronic City,2200,Villa,21,1.56,7,15000,3.3,88000
Bengaluru,Electronic City,1350,Apartment,20,0.52,10,8000,1.08,28800
Bengaluru,Electronic City,3000,Apartment,16,5.79,7,14500,4.35,116000
Bengaluru,Electronic City,2500,Villa,20,3.33,6,16000,4.0,106666
Bengaluru,Electronic City,2200,Apartment,1,0.44,5,16000,3.52,93866
Bengaluru,Electronic City,1800,Villa,20,7.71,7,14500,2.61,69600
Bengaluru,Electronic City,750,Villa,5,0.68,9,8500,0.64,17000
Bengaluru,Electronic City,1200,Apartment,12,8.42,5,8000,0.96,25600
Bengaluru,Electronic City,900,Villa,18,6.36,10,9000,0.81,21600
Bengaluru,Electronic City,3000,Villa,4,8.69,5,31000,9.3,248000
Bengaluru,Electronic City,1800,Villa,5,9.91,5,20000,3.6,96000
Bengaluru,Indiranagar,3500,Villa,19,7.64,10,34500,12.07,322000
Bengaluru,Indiranagar,900,Villa,1,4.08,10,12500,1.12,30000
Bengaluru,Indiranagar,1350,Apartment,22,2.52,6,9000,1.22,32400
Bengaluru,Indiranagar,2500,Villa,7,9.31,9,29000,7.25,193333
Bengaluru,Indiranagar,3500,Villa,24,3.62,8,24000,8.4,224000
Bengaluru,Indiranagar,1500,Villa,0,9.96,7,21000,3.15,84000
Bengaluru,Indiranagar,1200,Apartment,8,9.82,8,11500,1.38,36800
Bengaluru,Indiranagar,3500,Villa,14,7.24,9,35000,12.25,326666
Bengaluru,Indiranagar,3500,Apartment,15,6.05,9,22500,7.88,210000
Bengaluru,Indiranagar,1500,Villa,17,6.85,7,14500,2.17,58000
Bengaluru,Indiranagar,2500,Apartment,8,6.87,5,20000,5.0,133333
Bengaluru,Indiranagar,3000,Villa,4,1.92,7,34500,10.35,276000
Bengaluru,Indiranagar,1800,Villa,17,5.15,8,19500,3.51,93600
Bengaluru,Indiranagar,750,Villa,24,6.59,10,8000,0.6,16000
Bengaluru,Indiranagar,1500,Villa,0,2.97,9,21500,3.23,86000
Bengaluru,Indiranagar,1800,Apartment,10,6.11,10,13000,2.34,62400
Bengaluru,Indiranagar,3000,Apartment,12,2.04,9,20500,6.15,164000
Bengaluru,Indiranagar,3500,Apartment,15,6.78,9,26000,9.1,242666
Bengaluru,Indiranagar,1800,Villa,10,8.42,10,21500,3.87,103200
Bengaluru,Indiranagar,2000,Apartment,3,7.09,9,19000,3.8,101333
Bengaluru,Indiranagar,3500,Apartment,2,8.43,6,26000,9.1,242666
Bengaluru,Indiranagar,1500,Apartment,1,4.2,5,17500,2.62,70000
Bengaluru,Indiranagar,2500,Apartment,6,1.79,5,17500,4.38,116666
Bengaluru,Indiranagar,3000,Villa,20,9.24,10,27000,8.1,216000
Bengaluru,Indiranagar,2500,Villa,16,5.96,5,21000,5.25,140000
Bengaluru,Indiranagar,2200,Apartment,7,0.8,5,19000,4.18,111466
Bengaluru,Indiranagar,1500,Villa,20,0.61,5,13500,2.02,54000
Bengaluru,Indiranagar,2500,Apartment,25,6.19,7,13500,3.38,90000
Bengaluru,Indiranagar,3000,Villa,23,8.85,7,25000,7.5,200000
Bengaluru,Indiranagar,900,Villa,19,2.35,9,10000,0.9,24000
Bengaluru,Indiranagar,900,Apartment,23,8.67,7,6000,0.54,14400
Bengaluru,Indiranagar,1000,Apartment,6,7.45,5,9500,0.95,25333
Bengaluru,Indiranagar,1500,Villa,17,3.08,6,15500,2.33,62000
Bengaluru,Indiranagar,1500,Apartment,16,4.81,9,11000,1.65,44000
Bengaluru,Indiranagar,3500,Villa,5,8.52,10,38500,13.47,359333
Bengaluru,Indiranagar,1200,Villa,24,0.95,10,10500,1.26,33600
Bengaluru,Indiranagar,2500,Villa,22,9.76,5,22000,5.5,146666
Bengaluru,Indiranagar,1350,Apartment,25,9.4,9,8500,1.15,30600
Bengaluru,Indiranagar,2200,Villa,16,1.13,10,20500,4.51,120266
Bengaluru,Indiranagar,1350,Villa,17,2.34,7,14000,1.89,50400
Bengaluru,Indiranagar,2000,Villa,17,2.52,7,17000,3.4,90666
Bengaluru,Indiranagar,2500,Villa,24,1.28,10,20000,5.0,133333
Bengaluru,Indiranagar,2000,Apartment,19,1.92,9,11000,2.2,58666
Bengaluru,Indiranagar,3000,Villa,6,8.04,9,32500,9.75,260000
Bengaluru,Indiranagar,1800,Villa,11,3.46,8,18500,3.33,88800
Bengaluru,Indiranagar,2200,Apartment,0,1.56,7,18500,4.07,108533
Bengaluru,Indiranagar,3000,Apartment,0,2.79,7,28500,8.55,228000
Bengaluru,Indiranagar,750,Apartment,9,0.91,6,6000,0.45,12000
Bengaluru,Indiranagar,2000,Villa,0,2.34,9,25500,5.1,136000
Bengaluru,Indiranagar,3000,Apartment,17,3.62,5,19500,5.85,156000
Bengaluru,Indiranagar,900,Villa,14,8.69,6,9000,0.81,21600
Bengaluru,Indiranagar,1200,Villa,8,5.77,9,15000,1.8,48000
Bengaluru,Indiranagar,1800,Villa,7,8.1,7,22000,3.96,105600
Bengaluru,Indiranagar,1000,Villa,18,5.2,9,10000,1.0,26666
Bengaluru,Indiranagar,1500,Apartment,23,1.7,10,8500,1.27,34000
Bengaluru,Indiranagar,2000,Villa,25,5.03,6,17500,3.5,93333
Bengaluru,Indiranagar,2500,Apartment,22,1.1,9,12500,3.12,83333
Bengaluru,Indiranagar,3500,Apartment,9,8.28,10,24500,8.57,228666
Bengaluru,Indiranagar,3000,Apartment,12,0.85,5,19000,5.7,152000
Bengaluru,Indiranagar,2000,Villa,11,7.33,8,18000,3.6,96000
Bengaluru,Indiranagar,1200,Apartment,24,5.87,10,8000,0.96,25600
Bengaluru,Indiranagar,3500,Apartment,19,8.66,10,22000,7.7,205333
Bengaluru,Indiranagar,3500,Apartment,12,3.34,7,26500,9.28,247333
Bengaluru,Indiranagar,3000,Villa,1,9.9,9,37000,11.1,296000
Bengaluru,Indiranagar,3000,Villa,4,8.93,9,31500,9.45,252000
Bengaluru,Indiranagar,3500,Apartment,7,5.05,5,25000,8.75,233333
Bengaluru,Indiranagar,3500,Villa,23,7.49,8,20500,7.17,191333
Bengaluru,Indiranagar,3000,Apartment,18,8.43,6,16500,4.95,132000
Bengaluru,Indiranagar,2500,Villa,9,3.81,6,27000,6.75,180000
Bengaluru,Indiranagar,1200,Apartment,10,3.48,8,11000,1.32,35200
Bengaluru,Indiranagar,3000,Apartment,23,4.7,9,16000,4.8,128000
Bengaluru,Indiranagar,2200,Apartment,8,2.21,8,18000,3.96,105600
Bengaluru,Indiranagar,3000,Apartment,13,9.53,6,21000,6.3,168000
Bengaluru,Indiranagar,2500,Apartment,17,5.92,8,14500,3.62,96666
Bengaluru,Indiranagar,2200,Apartment,20,5.05,9,12500,2.75,73333
Bengaluru,Indiranagar,3000,Apartment,23,5.66,6,17500,5.25,140000
Bengaluru,Indiranagar,1000,Villa,8,3.91,7,12000,1.2,32000
Bengaluru,Indiranagar,3500,Apartment,18,5.84,5,22000,7.7,205333
Bengaluru,Indiranagar,3500,Villa,13,2.1,7,31500,11.03,294000
Bengaluru,Indiranagar,2200,Villa,6,2.07,7,24500,5.39,143733
Bengaluru,Indiranagar,3000,Apartment,20,8.31,7,18500,5.55,148000
Bengaluru,Indiranagar,1350,Villa,11,9.71,9,15500,2.09,55800
Bengaluru,Indiranagar,1350,Apartment,14,5.84,6,10000,1.35,36000
Bengaluru,Indiranagar,1500,Villa,21,8.04,6,13000,1.95,52000
Bengaluru,Indiranagar,1000,Apartment,3,3.86,6,9500,0.95,25333
Bengaluru,Indiranagar,3000,Villa,4,8.5,5,32500,9.75,260000
Bengaluru,Indiranagar,2200,Apartment,22,8.02,7,13500,2.97,79200
Bengaluru,Indiranagar,2500,Apartment,15,2.44,7,15500,3.88,103333
Bengaluru,Indiranagar,1500,Apartment,23,2.42,6,9000,1.35,36000
Bengaluru,Indiranagar,3000,Villa,16,2.85,9,29500,8.85,236000
Bengaluru,Indiranagar,2500,Apartment,19,0.31,10,16000,4.0,106666
Bengaluru,Indiranagar,3500,Apartment,21,6.39,8,20500,7.17,191333
Bengaluru,Indiranagar,3000,Apartment,21,7.58,7,17500,5.25,140000
Bengaluru,Indiranagar,1350,Villa,1,3.71,6,17000,2.29,61200
Bengaluru,Indiranagar,3500,Villa,19,1.21,5,32500,11.38,303333
Bengaluru,Indiranagar,2500,Apartment,20,0.69,5,15500,3.88,103333
Bengaluru,Indiranagar,2200,Villa,21,3.13,10,18500,4.07,108533
Bengaluru,Indiranagar,3500,Apartment,11,9.11,5,23000,8.05,214666
Bengaluru,Indiranagar,1800,Villa,20,4.84,6,19000,3.42,91200
Bengaluru,Indiranagar,2200,Apartment,16,1.8,7,14500,3.19,85066
Bengaluru,Indiranagar,2500,Apartment,19,5.03,6,18000,4.5,120000
Bengaluru,Indiranagar,1500,Villa,16,10.0,9,14000,2.1,56000
Bengaluru,Indiranagar,750,Apartment,1,7.76,9,8500,0.64,17000
Bengaluru,Indiranagar,2000,Villa,10,1.96,8,21500,4.3,114666
Bengaluru,Indiranagar,1350,Villa,0,0.6,10,18000,2.43,64800
Bengaluru,Indiranagar,2200,Villa,11,5.25,6,21500,4.73,126133
Bengaluru,Indiranagar,3000,Apartment,8,6.27,10,22500,6.75,180000
Bengaluru,Indiranagar,1800,Apartment,12,5.16,9,14500,2.61,69600
Bengaluru,Indiranagar,1800,Apartment,7,0.79,7,15000,2.7,72000
Bengaluru,Indiranagar,2200,Apartment,21,4.55,5,13000,2.86,76266
Bengaluru,Indiranagar,2200,Apartment,16,8.44,8,13000,2.86,76266
Bengaluru,Indiranagar,1800,Apartment,18,0.78,8,12000,2.16,57600
Bengaluru,Indiranagar,2000,Villa,19,7.33,8,19000,3.8,101333
Bengaluru,Indiranagar,3000,Apartment,4,3.03,10,22500,6.75,180000
Bengaluru,Indiranagar,1200,Apartment,18,1.98,6,9500,1.14,30400
Bengaluru,Indiranagar,2000,Apartment,22,4.1,8,11500,2.3,61333
Bengaluru,Indiranagar,1350,Apartment,20,7.58,7,9500,1.28,34200
Bengaluru,Indiranagar,1000,Apartment,17,2.6,6,7000,0.7,18666
Bengaluru,Indiranagar,2000,Apartment,4,6.87,7,18000,3.6,96000
Bengaluru,Indiranagar,2500,Villa,13,4.06,8,26000,6.5,173333
Bengaluru,Indiranagar,3500,Villa,23,0.94,6,31000,10.85,289333
Bengaluru,Indiranagar,1500,Apartment,3,2.57,6,13500,2.02,54000
Bengaluru,Indiranagar,750,Villa,24,3.65,9,7500,0.56,15000
Bengaluru,Indiranagar,3000,Apartment,19,2.88,9,18500,5.55,148000
Bengaluru,Indiranagar,1800,Apartment,7,6.23,7,13500,2.43,64800
Bengaluru,Indiranagar,1000,Villa,22,8.53,6,10500,1.05,28000
Bengaluru,Indiranagar,3000,Villa,19,9.49,10,27500,8.25,220000
Bengaluru,Indiranagar,3500,Apartment,11,2.99,8,25500,8.93,238000
Bengaluru,Indiranagar,2500,Apartment,15,3.03,6,18500,4.62,123333
Bengaluru,Indiranagar,1500,Apartment,7,6.34,8,14000,2.1,56000
Bengaluru,Indiranagar,750,Villa,8,9.9,6,9000,0.68,18000
Bengaluru,Indiranagar,3500,Apartment,6,1.07,5,24000,8.4,224000
Bengaluru,Indiranagar,1350,Villa,14,4.6,10,14000,1.89,50400
Bengaluru,Indiranagar,2000,Apartment,14,8.4,8,13000,2.6,69333
Bengaluru,Indiranagar,2500,Apartment,24,9.37,9,13500,3.38,90000
Bengaluru,Indiranagar,2200,Villa,23,9.31,8,17000,3.74,99733
Bengaluru,Indiranagar,3000,Apartment,23,0.9,9,15500,4.65,124000
Bengaluru,Indiranagar,1200,Villa,14,9.69,5,14000,1.68,44800
Bengaluru,Indiranagar,1800,Villa,16,4.63,10,16000,2.88,76800
Bengaluru,Indiranagar,900,Villa,17,4.87,9,10000,0.9,24000
Bengaluru,Indiranagar,3500,Apartment,1,6.72,7,30500,10.68,284666
Bengaluru,Indiranagar,2500,Villa,12,5.91,7,28000,7.0,186666
Bengaluru,Indiranagar,2500,Villa,5,9.07,7,31000,7.75,206666
Bengaluru,Indiranagar,3000,Apartment,1,0.84,8,26500,7.95,212000
Bengaluru,Indiranagar,3500,Apartment,14,0.37,10,24500,8.57,228666
Bengaluru,Indiranagar,2500,Apartment,3,4.29,9,19000,4.75,126666
Bengaluru,Indiranagar,3500,Apartment,17,4.2,8,21500,7.53,200666
Bengaluru,Indiranagar,2500,Villa,10,7.0,5,28500,7.12,190000
Bengaluru,Indiranagar,1500,Apartment,14,2.93,8,11000,1.65,44000
Bengaluru,Indiranagar,1000,Villa,8,3.62,10,12500,1.25,33333
Bengaluru,Sarjapur Road,3500,Apartment,22,4.47,10,17500,6.12,163333
Bengaluru,Sarjapur Road,1200,Apartment,2,3.09,10,11500,1.38,36800
Bengaluru,Sarjapur Road,2500,Villa,20,5.08,5,20500,5.12,136666
Bengaluru,Sarjapur Road,3000,Villa,22,4.51,10,19000,5.7,152000
Bengaluru,Sarjapur Road,3000,Apartment,19,1.89,8,16000,4.8,128000
Bengaluru,Sarjapur Road,3000,Apartment,12,9.05,6,17000,5.1,136000
Bengaluru,Sarjapur Road,2000,Apartment,18,3.64,6,12500,2.5,66666
Bengaluru,Sarjapur Road,1350,Apartment,5,9.34,8,11500,1.55,41400
Bengaluru,Sarjapur Road,2000,Villa,9,8.26,7,23000,4.6,122666
Bengaluru,Sarjapur Road,3500,Apartment,5,9.01,6,25000,8.75,233333
Bengaluru,Sarjapur Road,1500,Villa,0,4.18,5,18500,2.77,74000
Bengaluru,Sarjapur Road,2500,Villa,15,1.31,9,22500,5.62,150000
Bengaluru,Sarjapur Road,750,Villa,19,5.9,6,6500,0.49,13000
Bengaluru,Sarjapur Road,1500,Villa,18,9.81,8,13000,1.95,52000
Bengaluru,Sarjapur Road,2500,Apartment,14,2.38,9,15500,3.88,103333
Bengaluru,Sarjapur Road,3000,Apartment,0,7.47,9,21000,6.3,168000
Bengaluru,Sarjapur Road,1800,Apartment,19,0.61,5,10500,1.89,50400
Bengaluru,Sarjapur Road,1500,Apartment,4,1.3,10,13500,2.02,54000
Bengaluru,Sarjapur Road,2200,Apartment,1,1.97,5,14500,3.19,85066
Bengaluru,Sarjapur Road,3500,Villa,18,9.4,7,28000,9.8,261333
Bengaluru,Sarjapur Road,1000,Apartment,1,8.24,8,8500,0.85,22666
Bengaluru,Sarjapur Road,1500,Villa,5,3.67,9,17000,2.55,68000
Bengaluru,Sarjapur Road,3500,Apartment,22,0.79,8,17000,5.95,158666
Bengaluru,Sarjapur Road,3000,Apartment,11,4.74,5,18000,5.4,144000
Bengaluru,Sarjapur Road,2000,Villa,10,2.5,8,17500,3.5,93333
Bengaluru,Sarjapur Road,1000,Villa,24,5.9,9,8500,0.85,22666
Bengaluru,Sarjapur Road,1000,Villa,9,3.78,6,11500,1.15,30666
Bengaluru,Sarjapur Road,1200,Villa,22,4.93,7,10500,1.26,33600
Bengaluru,Sarjapur Road,3000,Apartment,13,3.7,10,19500,5.85,156000
Bengaluru,Sarjapur Road,1500,Apartment,19,3.48,5,8500,1.27,34000
Bengaluru,Sarjapur Road,3000,Apartment,23,2.33,8,14500,4.35,116000
Bengaluru,Sarjapur Road,3500,Villa,19,4.98,8,24500,8.57,228666
Bengaluru,Sarjapur Road,3000,Villa,10,8.46,9,26500,7.95,212000
Bengaluru,Sarjapur Road,3000,Villa,19,8.14,6,21000,6.3,168000
Bengaluru,Sarjapur Road,3000,Villa,18,8.29,9,22000,6.6,176000
Bengaluru,Sarjapur Road,3500,Villa,15,3.24,6,23500,8.22,219333
Bengaluru,Sarjapur Road,3000,Villa,7,9.35,6,30000,9.0,240000
Bengaluru,Sarjapur Road,750,Apartment,3,0.62,8,7500,0.56,15000
Bengaluru,Sarjapur Road,3500,Apartment,25,4.91,10,14500,5.08,135333
Bengaluru,Sarjapur Road,1500,Villa,25,6.67,8,11000,1.65,44000
Bengaluru,Sarjapur Road,900,Villa,10,9.72,9,11500,1.03,27600
Bengaluru,Sarjapur Road,3500,Apartment,6,0.96,10,24000,8.4,224000
Bengaluru,Sarjapur Road,1500,Villa,22,4.35,7,12500,1.88,50000
Bengaluru,Sarjapur Road,1000,Villa,9,9.4,9,10000,1.0,26666
Bengaluru,Sarjapur Road,3000,Apartment,10,6.72,5,18500,5.55,148000
Bengaluru,Sarjapur Road,3500,Villa,10,5.64,8,30000,10.5,280000
Bengaluru,Sarjapur Road,3000,Apartment,19,4.21,6,16500,4.95,132000
Bengaluru,Sarjapur Road,1500,Villa,10,6.23,10,16000,2.4,64000
Bengaluru,Sarjapur Road,2500,Apartment,15,3.92,10,14500,3.62,96666
Bengaluru,Sarjapur Road,1200,Apartment,15,3.74,10,8000,0.96,25600
Bengaluru,Sarjapur Road,2500,Villa,17,4.31,8,22500,5.62,150000
Bengaluru,Sarjapur Road,2500,Apartment,23,0.98,9,14000,3.5,93333
Bengaluru,Sarjapur Road,2000,Villa,18,4.13,9,16500,3.3,88000
Bengaluru,Sarjapur Road,3000,Apartment,0,8.32,9,21500,6.45,172000
Bengaluru,Sarjapur Road,3500,Villa,10,0.71,5,28500,9.97,266000
Bengaluru,Sarjapur Road,1350,Apartment,8,8.83,7,9500,1.28,34200
Bengaluru,Sarjapur Road,2200,Apartment,20,5.7,9,12000,2.64,70400
Bengaluru,Sarjapur Road,3000,Apartment,12,7.4,9,16000,4.8,128000
Bengaluru,Sarjapur Road,1200,Villa,25,9.59,10,9500,1.14,30400
Bengaluru,Sarjapur Road,2000,Apartment,22,9.36,7,10500,2.1,56000
Bengaluru,Sarjapur Road,2500,Villa,2,9.19,6,30000,7.5,200000
Bengaluru,Sarjapur Road,2200,Villa,14,4.21,6,22000,4.84,129066
Bengaluru,Sarjapur Road,3000,Apartment,9,7.6,5,22500,6.75,180000
Bengaluru,Sarjapur Road,2200,Apartment,25,4.46,6,11000,2.42,64533
Bengaluru,Sarjapur Road,1000,Apartment,14,7.4,8,7000,0.7,18666
Bengaluru,Sarjapur Road,2500,Apartment,4,8.38,7,18500,4.62,123333
Bengaluru,Sarjapur Road,2500,Villa,23,5.54,7,18000,4.5,120000
Bengaluru,Sarjapur Road,1350,Apartment,24,3.98,9,8000,1.08,28800
Bengaluru,Sarjapur Road,3500,Apartment,4,9.18,10,25000,8.75,233333
Bengaluru,Sarjapur Road,900,Villa,14,4.99,10,9000,0.81,21600
Bengaluru,Sarjapur Road,3000,Apartment,3,5.29,7,22500,6.75,180000
Bengaluru,Sarjapur Road,900,Apartment,21,3.45,7,4500,0.41,10800
Bengaluru,Sarjapur Road,2500,Apartment,1,0.68,9,21000,5.25,140000
Bengaluru,Sarjapur Road,3500,Villa,23,3.65,5,23000,8.05,214666
Bengaluru,Sarjapur Road,3000,Villa,24,6.81,10,23000,6.9,184000
Bengaluru,Sarjapur Road,1500,Apartment,10,2.88,6,10000,1.5,40000
Bengaluru,Sarjapur Road,1800,Villa,8,9.91,8,18500,3.33,88800
Bengaluru,Sarjapur Road,3500,Villa,3,6.7,6,34500,12.07,322000
Bengaluru,Sarjapur Road,1350,Apartment,8,6.97,5,10500,1.42,37800
Bengaluru,Sarjapur Road,3500,Apartment,17,2.46,6,17000,5.95,158666
Bengaluru,Sarjapur Road,3000,Villa,11,3.28,7,22000,6.6,176000
Bengaluru,Sarjapur Road,1350,Villa,22,1.85,9,12000,1.62,43200
Bengaluru,Sarjapur Road,1800,Apartment,5,1.96,7,15000,2.7,72000
Bengaluru,Sarjapur Road,3000,Villa,10,9.01,5,26500,7.95,212000
Bengaluru,Sarjapur Road,1200,Villa,0,1.12,10,14000,1.68,44800
Bengaluru,Sarjapur Road,900,Villa,3,0.46,5,11000,0.99,26400
Bengaluru,Sarjapur Road,1000,Villa,13,6.72,6,9500,0.95,25333
Bengaluru,Sarjapur Road,3500,Villa,19,2.57,9,27000,9.45,252000
Bengaluru,Sarjapur Road,2200,Villa,9,0.53,6,21000,4.62,123200
Bengaluru,Sarjapur Road,3500,Apartment,25,8.72,8,15500,5.42,144666
Bengaluru,Sarjapur Road,3000,Apartment,4,9.29,10,20000,6.0,160000
Bengaluru,Sarjapur Road,2500,Villa,3,0.68,7,26500,6.62,176666
Bengaluru,Sarjapur Road,3500,Villa,20,5.87,8,25000,8.75,233333
Bengaluru,Sarjapur Road,1500,Apartment,7,5.96,9,11000,1.65,44000
Bengaluru,Sarjapur Road,1800,Villa,11,0.41,6,16500,2.97,79200
Bengaluru,Sarjapur Road,3500,Villa,21,0.69,7,27500,9.62,256666
Bengaluru,Sarjapur Road,2500,Apartment,15,6.01,5,15000,3.75,100000
Bengaluru,Sarjapur Road,2500,Villa,3,5.58,8,26500,6.62,176666
Bengaluru,Sarjapur Road,2500,Villa,5,2.97,7,23500,5.88,156666
Bengaluru,Sarjapur Road,3000,Apartment,18,9.07,9,17500,5.25,140000
Bengaluru,Sarjapur Road,1200,Apartment,12,3.93,7,8000,0.96,25600
Bengaluru,Sarjapur Road,3000,Apartment,20,4.43,7,15500,4.65,124000
Bengaluru,Sarjapur Road,3000,Villa,14,8.37,9,24500,7.35,196000
Bengaluru,Sarjapur Road,2500,Apartment,7,2.49,9,18000,4.5,120000
Bengaluru,Sarjapur Road,1350,Villa,15,8.23,5,10500,1.42,37800
Bengaluru,Sarjapur Road,2000,Villa,6,8.75,8,20000,4.0,106666
Bengaluru,Sarjapur Road,3000,Villa,25,1.11,9,21500,6.45,172000
Bengaluru,Sarjapur Road,3500,Apartment,7,0.8,10,21500,7.53,200666
Bengaluru,Sarjapur Road,3500,Villa,2,5.08,5,30500,10.68,284666
Bengaluru,Sarjapur Road,3000,Villa,19,4.13,7,22000,6.6,176000
Bengaluru,Sarjapur Road,3000,Villa,3,5.44,6,31500,9.45,252000
Bengaluru,Sarjapur Road,2000,Apartment,12,8.11,9,12000,2.4,64000
Bengaluru,Sarjapur Road,1200,Villa,21,7.67,7,10000,1.2,32000
Bengaluru,Sarjapur Road,2500,Apartment,20,2.9,5,13000,3.25,86666
Bengaluru,Sarjapur Road,1500,Apartment,4,3.8,6,13000,1.95,52000
Bengaluru,Sarjapur Road,3500,Villa,4,0.85,9,32500,11.38,303333
Bengaluru,Sarjapur Road,1800,Villa,12,0.64,6,19500,3.51,93600
Bengaluru,Sarjapur Road,1500,Villa,21,2.18,7,11500,1.73,46000
Bengaluru,Sarjapur Road,3000,Villa,25,6.52,8,21000,6.3,168000
Bengaluru,Sarjapur Road,2200,Apartment,2,8.99,9,16000,3.52,93866
Bengaluru,Sarjapur Road,3000,Apartment,12,3.18,7,17500,5.25,140000
Bengaluru,Sarjapur Road,1000,Apartment,11,2.63,5,6500,0.65,17333
Bengaluru,Sarjapur Road,3500,Villa,17,6.82,5,28500,9.97,266000
Bengaluru,Sarjapur Road,1800,Apartment,0,8.3,8,15500,2.79,74400
Bengaluru,Sarjapur Road,3500,Villa,18,4.15,10,28000,9.8,261333
Bengaluru,Sarjapur Road,2000,Villa,22,3.8,8,14500,2.9,77333
Bengaluru,Sarjapur Road,2200,Apartment,13,6.81,10,13500,2.97,79200
Bengaluru,Sarjapur Road,1350,Apartment,15,9.93,6,8500,1.15,30600
Bengaluru,Sarjapur Road,3000,Villa,12,1.82,8,28000,8.4,224000
Bengaluru,Sarjapur Road,1350,Apartment,9,5.9,6,10500,1.42,37800
Bengaluru,Sarjapur Road,750,Apartment,2,8.7,6,6500,0.49,13000
Bengaluru,Sarjapur Road,2500,Villa,21,6.31,6,16000,4.0,106666
Bengaluru,Sarjapur Road,1000,Villa,4,4.29,8,10000,1.0,26666
Bengaluru,Sarjapur Road,3500,Villa,19,5.77,9,25000,8.75,233333
Bengaluru,Sarjapur Road,1500,Villa,14,8.55,9,15500,2.33,62000
